Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	9/97	9.529819e-02	9.999955e-01	0	0	1.721683e+00	4.047236e+00	INPPL1;ASAP3;PIK3R3;PIK3R2;ASAP1;GAB2;ASAP2;PLA2G6;PLD1
KEGG_2021_Human	Prostate cancer	9/97	9.529819e-02	9.999955e-01	0	0	1.721683e+00	4.047236e+00	AR;CREB3L4;PDPK1;ERBB2;BCL2;EP300;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Apoptosis	12/142	1.039605e-01	9.999955e-01	0	0	1.554634e+00	3.519294e+00	DAXX;APAF1;PDPK1;EIF2AK3;BCL2;DAB2IP;PIK3R3;TNFRSF10B;CASP2;PIK3R2;ATM;CTSW
KEGG_2021_Human	Purine metabolism	11/129	1.107120e-01	9.999955e-01	0	0	1.569600e+00	3.454412e+00	ADCY10;ENTPD4;NPR2;PDE2A;PDE4B;PDE4A;ADA2;PDE5A;DCK;GUCY2F;AK9
KEGG_2021_Human	Nucleotide excision repair	5/47	1.228160e-01	9.999955e-01	0	0	2.001807e+00	4.197925e+00	RFC1;ERCC4;POLE2;GTF2H1;ERCC6
KEGG_2021_Human	Arginine biosynthesis	3/22	1.235886e-01	9.999955e-01	0	0	2.653532e+00	5.547997e+00	ARG2;GLS2;GLUL
KEGG_2021_Human	NF-kappa B signaling pathway	9/104	1.309434e-01	9.999955e-01	0	0	1.594228e+00	3.241049e+00	EDAR;CARD10;TRAF5;BTK;BCL2;PRKCQ;ATM;TNFRSF11A;MALT1
KEGG_2021_Human	T cell receptor signaling pathway	9/104	1.309434e-01	9.999955e-01	0	0	1.594228e+00	3.241049e+00	PDPK1;NFATC3;PIK3R3;PAK6;PRKCQ;PIK3R2;NFKBIE;RASGRP1;MALT1
KEGG_2021_Human	Mismatch repair	3/23	1.365032e-01	9.999955e-01	0	0	2.520722e+00	5.019784e+00	RFC1;MSH3;PMS2
KEGG_2021_Human	DNA replication	4/36	1.419623e-01	9.999955e-01	0	0	2.101137e+00	4.101827e+00	RNASEH2A;RFC1;POLE2;DNA2
KEGG_2021_Human	Small cell lung cancer	8/92	1.458184e-01	9.999955e-01	0	0	1.602166e+00	3.084799e+00	APAF1;LAMA4;COL4A3;TRAF5;BCL2;PIK3R3;LAMC2;PIK3R2
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	4/37	1.525418e-01	9.999955e-01	0	0	2.037358e+00	3.830879e+00	FOLH1;GLS2;AGXT2;GLUL
KEGG_2021_Human	TGF-beta signaling pathway	8/94	1.587544e-01	9.999955e-01	0	0	1.564739e+00	2.879742e+00	RBL1;ZFYVE16;ACVR1C;ID1;EP300;LTBP1;THBS1;ACVR2A
KEGG_2021_Human	Ubiquitin mediated proteolysis	11/140	1.651746e-01	9.999955e-01	0	0	1.434916e+00	2.583928e+00	CDC20;PRKN;HERC3;PPIL2;FBXW7;UBE2C;UBE2S;UBE2Q2;NEDD4;UBE2O;RHOBTB1
KEGG_2021_Human	Folate biosynthesis	3/26	1.777010e-01	9.999955e-01	0	0	2.191583e+00	3.786295e+00	TH;ALPL;MOCS1
KEGG_2021_Human	Proteoglycans in cancer	15/205	1.802419e-01	9.999955e-01	0	0	1.328947e+00	2.277092e+00	PDPK1;WNT7B;PTCH1;FZD6;PIK3R3;PIK3R2;HSPG2;HOXD10;THBS1;IGF1R;SLC9A1;ERBB3;ERBB2;PLCE1;PPP1R12C
KEGG_2021_Human	Glycine, serine and threonine metabolism	4/40	1.859294e-01	9.999955e-01	0	0	1.867281e+00	3.141492e+00	GAMT;ALAS2;AGXT2;CTH
KEGG_2021_Human	PI3K-Akt signaling pathway	24/354	1.988474e-01	9.999955e-01	0	0	1.225002e+00	1.978645e+00	NTRK2;CRTC2;PDPK1;LAMA4;MAGI2;TNC;LPAR2;PIK3R3;PIK3R2;LAMC2;PPP2R3B;EFNA5;THBS1;IGF1R;KITLG;ERBB3;CREB3L4;ITGA10;COL6A2;COL4A3;ERBB2;BCL2;ITGB6;JAK2
KEGG_2021_Human	Central carbon metabolism in cancer	6/70	2.000334e-01	9.999955e-01	0	0	1.575989e+00	2.536193e+00	GLS2;ERBB2;PIK3R3;PIK3R2;SLC1A5;SIRT3
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	8/100	2.005643e-01	9.999955e-01	0	0	1.462224e+00	2.349239e+00	SERPINE1;COL4A3;BCL2;PLCE1;PIK3R3;PIK3R2;JAK2;PLCD4
KEGG_2021_Human	Pyrimidine metabolism	5/56	2.058701e-01	9.999955e-01	0	0	1.647759e+00	2.604299e+00	ENTPD4;DPYS;CTPS2;DCK;AK9
KEGG_2021_Human	Butanoate metabolism	3/28	2.068174e-01	9.999955e-01	0	0	2.016043e+00	3.177120e+00	ACSM3;ACSM2A;ACSM2B
KEGG_2021_Human	Phospholipase D signaling pathway	11/148	2.116620e-01	9.999955e-01	0	0	1.350548e+00	2.097084e+00	KITLG;GRM8;LPAR2;PIK3R3;PIK3R2;GAB2;PLD1;DGKZ;RALGDS;RAPGEF3;CYTH1
KEGG_2021_Human	Linoleic acid metabolism	3/29	2.217564e-01	9.999955e-01	0	0	1.938400e+00	2.919571e+00	CYP2C8;ALOX15;PLA2G6
KEGG_2021_Human	Protein digestion and absorption	8/103	2.229806e-01	9.999955e-01	0	0	1.415822e+00	2.124683e+00	PRSS1;COL14A1;COL6A2;COL4A3;COL21A1;SLC3A1;SLC1A5;SLC8A1
KEGG_2021_Human	Endometrial cancer	5/58	2.264177e-01	9.999955e-01	0	0	1.585411e+00	2.354928e+00	APC2;PDPK1;ERBB2;PIK3R3;PIK3R2
KEGG_2021_Human	Neurotrophin signaling pathway	9/119	2.266507e-01	9.999955e-01	0	0	1.375733e+00	2.042063e+00	NTRK2;IRAK2;PDPK1;CAMK4;BCL2;PIK3R3;PIK3R2;NFKBIE;SH2B3
KEGG_2021_Human	Lipid and atherosclerosis	15/215	2.303763e-01	9.999955e-01	0	0	1.261824e+00	1.852410e+00	APAF1;PDPK1;EIF2AK3;NFATC3;MIB2;PIK3R3;TNFRSF10B;PIK3R2;CYP2C8;CYP1A1;BCL2;OLR1;JAK2;ATF6;IKBKE
KEGG_2021_Human	AMPK signaling pathway	9/120	2.338180e-01	9.999955e-01	0	0	1.363266e+00	1.981116e+00	CRTC2;PFKFB4;CREB3L4;PDPK1;LEPR;PIK3R3;PIK3R2;PPP2R3B;IGF1R
KEGG_2021_Human	Thyroid hormone signaling pathway	9/121	2.410661e-01	9.999955e-01	0	0	1.351022e+00	1.922078e+00	PDPK1;NCOA3;EP300;PLCE1;PIK3R3;PIK3R2;PLCD4;MED12L;SLC9A1
KEGG_2021_Human	Regulation of actin cytoskeleton	15/218	2.464583e-01	9.999955e-01	0	0	1.242977e+00	1.740867e+00	APC2;LPAR2;PIK3R3;PIK3R2;MYLK3;SLC9A1;ENAH;MYL5;DIAPH2;ITGAD;ITGA10;ARHGEF4;PAK6;ITGB6;PPP1R12C
KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	1/5	2.513615e-01	9.999955e-01	0	0	4.197286e+00	5.795877e+00	GLS2
KEGG_2021_Human	Th1 and Th2 cell differentiation	7/92	2.598118e-01	9.999955e-01	0	0	1.384089e+00	1.865472e+00	MAML1;IFNGR2;NFATC3;PRKCQ;GATA3;JAK2;NFKBIE
KEGG_2021_Human	HIF-1 signaling pathway	8/109	2.702893e-01	9.999955e-01	0	0	1.331289e+00	1.741675e+00	IFNGR2;SERPINE1;ERBB2;BCL2;EP300;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Lysine degradation	5/63	2.800776e-01	9.999955e-01	0	0	1.448353e+00	1.843302e+00	NSD3;MECOM;NSD1;NSD2;EZH2
KEGG_2021_Human	Osteoclast differentiation	9/127	2.860569e-01	9.999955e-01	0	0	1.281916e+00	1.604401e+00	JUND;IFNGR2;CAMK4;BTK;PIK3R3;PIK3R2;TREM2;TNFRSF11A;GAB2
KEGG_2021_Human	Ether lipid metabolism	4/49	2.966056e-01	9.999955e-01	0	0	1.493111e+00	1.814656e+00	ENPP2;PLD4;PLA2G6;PLD1
KEGG_2021_Human	Arginine and proline metabolism	4/50	3.094811e-01	9.999955e-01	0	0	1.460575e+00	1.713047e+00	GAMT;ARG2;CKB;PRODH2
KEGG_2021_Human	Tuberculosis	12/180	3.140366e-01	9.999955e-01	0	0	1.200552e+00	1.390534e+00	MRC2;CIITA;APAF1;IRAK2;IFNGR2;RFX5;MRC1;CARD9;BCL2;EP300;JAK2;MALT1
KEGG_2021_Human	Human papillomavirus infection	21/331	3.157002e-01	9.999955e-01	0	0	1.139157e+00	1.313405e+00	APC2;MAML1;WNT7B;LAMA4;FZD6;TNC;PIK3R3;PIK3R2;LAMC2;PPP2R3B;THBS1;RBL1;CREB3L4;ITGA10;COL6A2;COL4A3;EP300;ATM;ITGB6;IKBKE;LLGL2
KEGG_2021_Human	Ovarian steroidogenesis	4/51	3.224088e-01	9.999955e-01	0	0	1.429423e+00	1.618014e+00	CYP11A1;CYP1A1;CYP1B1;IGF1R
KEGG_2021_Human	Ras signaling pathway	15/232	3.264737e-01	9.999955e-01	0	0	1.161913e+00	1.300652e+00	BRAP;NTRK2;PIK3R3;PIK3R2;GAB2;PLA2G6;EFNA5;PLD1;RASGRP1;GRIN1;IGF1R;KITLG;PLCE1;PAK6;RALGDS
KEGG_2021_Human	Fc epsilon RI signaling pathway	5/68	3.358812e-01	9.999955e-01	0	0	1.333050e+00	1.454355e+00	PDPK1;BTK;PIK3R3;PIK3R2;GAB2
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	3/37	3.458815e-01	9.999955e-01	0	0	1.481677e+00	1.573035e+00	PDPK1;PIK3R3;PIK3R2
KEGG_2021_Human	Renal cell carcinoma	5/69	3.471787e-01	9.999955e-01	0	0	1.312151e+00	1.388145e+00	ARNT2;EP300;PIK3R3;PAK6;PIK3R2
KEGG_2021_Human	Longevity regulating pathway	7/102	3.502028e-01	9.999955e-01	0	0	1.237737e+00	1.298686e+00	KL;SESN3;CREB3L4;CAMK4;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Colorectal cancer	6/86	3.545793e-01	9.999955e-01	0	0	1.259718e+00	1.306106e+00	APC2;MSH3;BCL2;PIK3R3;PIK3R2;RALGDS
KEGG_2021_Human	Prolactin signaling pathway	5/70	3.584976e-01	9.999955e-01	0	0	1.291896e+00	1.325270e+00	TH;PIK3R3;PIK3R2;TNFRSF11A;JAK2
KEGG_2021_Human	Fanconi anemia pathway	4/54	3.613469e-01	9.999955e-01	0	0	1.343443e+00	1.367513e+00	POLN;ERCC4;FANCA;PMS2
KEGG_2021_Human	Primary immunodeficiency	3/38	3.615220e-01	9.999955e-01	0	0	1.439267e+00	1.464356e+00	CIITA;RFX5;BTK
KEGG_2021_Human	mTOR signaling pathway	10/154	3.666769e-01	9.999955e-01	0	0	1.166604e+00	1.170424e+00	WDR59;PDPK1;MAPKAP1;WNT7B;FZD6;TBC1D7;PIK3R3;PIK3R2;FNIP2;IGF1R
KEGG_2021_Human	Hypertrophic cardiomyopathy	6/90	3.952792e-01	9.999955e-01	0	0	1.199477e+00	1.113310e+00	RYR2;CACNG8;ACE;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Th17 cell differentiation	7/107	3.967343e-01	9.999955e-01	0	0	1.175537e+00	1.086770e+00	IL23R;IFNGR2;NFATC3;PRKCQ;GATA3;NFKBIE;JAK2
KEGG_2021_Human	Cell cycle	8/124	3.973693e-01	9.999955e-01	0	0	1.158213e+00	1.068902e+00	CDC20;ORC5;ORC6;RBL1;EP300;ATM;BUB1;CDC14A
KEGG_2021_Human	Insulin resistance	7/108	4.060581e-01	9.999955e-01	0	0	1.163836e+00	1.048917e+00	CRTC2;CREB3L4;PDPK1;PPP1R3E;PIK3R3;PRKCQ;PIK3R2
KEGG_2021_Human	Notch signaling pathway	4/59	4.258944e-01	9.999955e-01	0	0	1.220988e+00	1.042191e+00	NUMBL;TLE1;MAML1;EP300
KEGG_2021_Human	Pancreatic cancer	5/76	4.263198e-01	9.999955e-01	0	0	1.182344e+00	1.008026e+00	ERBB2;PIK3R3;PIK3R2;PLD1;RALGDS
KEGG_2021_Human	Hepatitis B	10/162	4.278384e-01	9.999955e-01	0	0	1.104732e+00	9.379284e-01	APAF1;CREB3L4;NFATC3;BCL2;EP300;PIK3R3;PIK3R2;JAK2;HSPG2;IKBKE
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2/26	4.341590e-01	9.999955e-01	0	0	1.398857e+00	1.167129e+00	PGAP1;PIGN
KEGG_2021_Human	Hippo signaling pathway	10/163	4.354900e-01	9.999955e-01	0	0	1.097453e+00	9.122945e-01	APC2;LATS1;FRMD6;DLG5;WNT7B;SERPINE1;FZD6;ID1;TP53BP2;LLGL2
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	5/77	4.375244e-01	9.999955e-01	0	0	1.165861e+00	9.637269e-01	RYR2;CACNG8;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	3/43	4.384232e-01	9.999955e-01	0	0	1.259024e+00	1.038154e+00	ALAS2;FECH;COX10
KEGG_2021_Human	Type I diabetes mellitus	3/43	4.384232e-01	9.999955e-01	0	0	1.259024e+00	1.038154e+00	PTPRN2;CD80;PTPRN
KEGG_2021_Human	Toxoplasmosis	7/112	4.432397e-01	9.999955e-01	0	0	1.119261e+00	9.106802e-01	CIITA;PDPK1;IFNGR2;LAMA4;BCL2;LAMC2;JAK2
KEGG_2021_Human	Endocytosis	15/252	4.486988e-01	9.999955e-01	0	0	1.062721e+00	8.516682e-01	ASAP3;ARAP3;SNX32;ASAP1;ASAP2;PLD1;IGF1R;GRK1;ZFYVE16;ACAP1;NEDD4;PSD3;RAB11FIP3;CYTH1;RAB11FIP5
KEGG_2021_Human	Arachidonic acid metabolism	4/61	4.512910e-01	9.999955e-01	0	0	1.178021e+00	9.372841e-01	CYP2C8;ALOX15;PLA2G6;CYP4F8
KEGG_2021_Human	Basal transcription factors	3/45	4.682276e-01	9.999955e-01	0	0	1.198943e+00	9.097589e-01	GTF2B;GTF2H1;GTF2E1
KEGG_2021_Human	Phototransduction	2/28	4.724993e-01	9.999955e-01	0	0	1.291116e+00	9.679740e-01	GRK1;GUCY2F
KEGG_2021_Human	Aldosterone synthesis and secretion	6/98	4.759496e-01	9.999955e-01	0	0	1.094708e+00	8.127586e-01	CREB3L4;PRKD3;CYP11A1;CAMK4;PDE2A;CACNA1H
KEGG_2021_Human	Choline metabolism in cancer	6/98	4.759496e-01	9.999955e-01	0	0	1.094708e+00	8.127586e-01	PDPK1;PIK3R3;PIK3R2;PLD1;DGKZ;RALGDS
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	6/98	4.759496e-01	9.999955e-01	0	0	1.094708e+00	8.127586e-01	ASIC4;PIK3R3;PRKCQ;PIK3R2;TRPM8;PLA2G6
KEGG_2021_Human	Basal cell carcinoma	4/63	4.763132e-01	9.999955e-01	0	0	1.137967e+00	8.440069e-01	APC2;PTCH1;WNT7B;FZD6
KEGG_2021_Human	MicroRNAs in cancer	18/310	4.795186e-01	9.999955e-01	0	0	1.034803e+00	7.605521e-01	APC2;GLS2;TNC;PIK3R3;PIK3R2;BMI1;EFNA5;HOXD10;THBS1;ZEB2;ERBB3;ERBB2;BCL2;CYP1B1;EP300;ATM;MDM4;EZH2
KEGG_2021_Human	Type II diabetes mellitus	3/46	4.828626e-01	9.999955e-01	0	0	1.170999e+00	8.525141e-01	ABCC8;PIK3R3;PIK3R2
KEGG_2021_Human	Calcium signaling pathway	14/240	4.836207e-01	9.999955e-01	0	0	1.039827e+00	7.553869e-01	RYR2;NTRK2;OXTR;MYLK3;SLC8A1;CACNA1H;GRIN1;P2RX6;P2RX5;ERBB3;CAMK4;ERBB2;PLCE1;PLCD4
KEGG_2021_Human	GnRH secretion	4/64	4.886600e-01	9.999955e-01	0	0	1.118941e+00	8.012609e-01	GABBR1;PIK3R3;PIK3R2;CACNA1H
KEGG_2021_Human	MAPK signaling pathway	17/294	4.890935e-01	9.999955e-01	0	0	1.030139e+00	7.367568e-01	MAP4K1;NTRK2;DAXX;JUND;NFATC3;EFNA5;RASGRP1;CACNA1H;IGF1R;KITLG;CACNG8;MECOM;MAPKAPK3;ERBB3;ERBB2;MAPT;MAP3K13
KEGG_2021_Human	Influenza A	10/172	5.036747e-01	9.999955e-01	0	0	1.035985e+00	7.105042e-01	PRSS1;CIITA;APAF1;IFNGR2;EP300;PIK3R3;TNFRSF10B;PIK3R2;JAK2;IKBKE
KEGG_2021_Human	Sphingolipid signaling pathway	7/119	5.071473e-01	9.999955e-01	0	0	1.048915e+00	7.121650e-01	PDPK1;BCL2;PIK3R3;PIK3R2;PPP2R3B;GAB2;PLD1
KEGG_2021_Human	Apelin signaling pathway	8/137	5.086196e-01	9.999955e-01	0	0	1.040772e+00	7.036192e-01	ADCY10;RYR2;CAMK4;SERPINE1;MEF2D;MYLK3;SLC8A1;SLC9A1
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	2/30	5.092281e-01	9.999955e-01	0	0	1.198766e+00	8.089984e-01	GLUL;HAO2
KEGG_2021_Human	Amoebiasis	6/102	5.151591e-01	9.999955e-01	0	0	1.048872e+00	6.956951e-01	ARG2;LAMA4;COL4A3;PIK3R3;PIK3R2;LAMC2
KEGG_2021_Human	Transcriptional misregulation in cancer	11/192	5.192942e-01	9.999955e-01	0	0	1.019838e+00	6.682841e-01	HOXA10;ARNT2;MYCN;NSD2;JMJD1C;ATM;PROM1;BMI1;IGF1R;KDM6A;BAIAP3
KEGG_2021_Human	Shigellosis	14/246	5.213700e-01	9.999955e-01	0	0	1.012609e+00	6.595076e-01	PIK3R3;PIK3R2;WIPI1;MALT1;U2AF1L4;MYL5;ATG16L1;TRAF5;BCL2;PLCE1;PRKCQ;ATM;PLCD4;CYTH1
KEGG_2021_Human	Complement and coagulation cascades	5/85	5.247480e-01	9.999955e-01	0	0	1.048828e+00	6.763232e-01	CFD;C7;SERPINE1;MASP1;F5
KEGG_2021_Human	ErbB signaling pathway	5/85	5.247480e-01	9.999955e-01	0	0	1.048828e+00	6.763232e-01	ERBB3;ERBB2;PIK3R3;PAK6;PIK3R2
KEGG_2021_Human	Long-term potentiation	4/67	5.249418e-01	9.999955e-01	0	0	1.065489e+00	6.866731e-01	CAMK4;EP300;RAPGEF3;GRIN1
KEGG_2021_Human	Cocaine addiction	3/49	5.255532e-01	9.999955e-01	0	0	1.094455e+00	7.040669e-01	TH;CREB3L4;GRIN1
KEGG_2021_Human	Non-homologous end-joining	1/13	5.289791e-01	9.999955e-01	0	0	1.398502e+00	8.905752e-01	XRCC4
KEGG_2021_Human	C-type lectin receptor signaling pathway	6/104	5.343406e-01	9.999955e-01	0	0	1.027357e+00	6.438670e-01	CARD9;NFATC3;PIK3R3;PIK3R2;IKBKE;MALT1
KEGG_2021_Human	Retinol metabolism	4/68	5.367581e-01	9.999955e-01	0	0	1.048785e+00	6.525618e-01	CYP2C8;CYP1A1;DHRS4L2;CYP2C18
KEGG_2021_Human	Adipocytokine signaling pathway	4/69	5.484245e-01	9.999955e-01	0	0	1.032595e+00	6.202853e-01	LEPR;PRKCQ;JAK2;NFKBIE
KEGG_2021_Human	Amphetamine addiction	4/69	5.484245e-01	9.999955e-01	0	0	1.032595e+00	6.202853e-01	TH;CREB3L4;CAMK4;GRIN1
KEGG_2021_Human	Spinocerebellar ataxia	8/143	5.578444e-01	9.999955e-01	0	0	9.941974e-01	5.802884e-01	DAB1;KCND3;GTF2B;PIK3R3;PIK3R2;WIPI1;AMBRA1;GRIN1
KEGG_2021_Human	Base excision repair	2/33	5.610789e-01	9.999955e-01	0	0	1.082584e+00	6.256185e-01	POLE2;MUTYH
KEGG_2021_Human	JAK-STAT signaling pathway	9/162	5.638540e-01	9.999955e-01	0	0	9.868227e-01	5.654099e-01	IL15RA;IL23R;IFNGR2;LEPR;BCL2;EP300;PIK3R3;PIK3R2;JAK2
KEGG_2021_Human	Adherens junction	4/71	5.712849e-01	9.999955e-01	0	0	1.001664e+00	5.607989e-01	ERBB2;EP300;IGF1R;NECTIN1
KEGG_2021_Human	Pentose and glucuronate interconversions	2/34	5.774684e-01	9.999955e-01	0	0	1.048698e+00	5.758415e-01	KL;XYLB
KEGG_2021_Human	Thiamine metabolism	1/15	5.805123e-01	9.999955e-01	0	0	1.198589e+00	6.518460e-01	ALPL
KEGG_2021_Human	Non-small cell lung cancer	4/72	5.824688e-01	9.999955e-01	0	0	9.868815e-01	5.333894e-01	PDPK1;ERBB2;PIK3R3;PIK3R2
KEGG_2021_Human	Breast cancer	8/147	5.894599e-01	9.999955e-01	0	0	9.653813e-01	5.102509e-01	APC2;NCOA3;WNT7B;FZD6;ERBB2;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Pathways in cancer	29/531	5.933011e-01	9.999955e-01	0	0	9.684201e-01	5.055669e-01	IL23R;LAMA4;LPAR2;PIK3R3;PIK3R2;LAMC2;PLD1;RASGRP1;IGF1R;MECOM;ERBB2;EP300;JAK2;RALGDS;APC2;IL15RA;ARNT2;APAF1;IFNGR2;WNT7B;NCOA3;PTCH1;FZD6;AR;KITLG;MSH3;TRAF5;COL4A3;BCL2
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	2/35	5.934047e-01	9.999955e-01	0	0	1.016865e+00	5.306801e-01	SIRT7;SIRT3
KEGG_2021_Human	Wnt signaling pathway	9/166	5.935137e-01	9.999955e-01	0	0	9.614752e-01	5.015967e-01	APC2;TLE1;RYK;CTNND2;WNT7B;FZD6;NFATC3;EP300;LGR6
KEGG_2021_Human	Viral carcinogenesis	11/203	5.945721e-01	9.999955e-01	0	0	9.608440e-01	4.995556e-01	CDC20;RBL1;CREB3L4;GTF2B;TRAF5;PIK3R3;EP300;PIK3R2;GTF2H1;GTF2E1;HDAC9
KEGG_2021_Human	cGMP-PKG signaling pathway	9/167	6.007778e-01	9.999955e-01	0	0	9.553389e-01	4.867740e-01	KCNU1;CREB3L4;NPR2;PDE2A;NFATC3;PDE5A;MEF2D;MYLK3;SLC8A1
KEGG_2021_Human	Mucin type O-glycan biosynthesis	2/36	6.088871e-01	9.999955e-01	0	0	9.869048e-01	4.896257e-01	GCNT3;GALNT8
KEGG_2021_Human	Starch and sucrose metabolism	2/36	6.088871e-01	9.999955e-01	0	0	9.869048e-01	4.896257e-01	GANC;PGM2L1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	8/150	6.124361e-01	9.999955e-01	0	0	9.448346e-01	4.632625e-01	RYR2;CACNG8;CREB3L4;BCL2;PPP2R3B;SLC8A1;RAPGEF3;SLC9A1
KEGG_2021_Human	Glioma	4/75	6.149838e-01	9.999955e-01	0	0	9.450315e-01	4.594359e-01	CAMK4;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Cholinergic synapse	6/113	6.162011e-01	9.999955e-01	0	0	9.404926e-01	4.553694e-01	CREB3L4;CAMK4;BCL2;PIK3R3;PIK3R2;JAK2
KEGG_2021_Human	Chronic myeloid leukemia	4/76	6.254651e-01	9.999955e-01	0	0	9.318565e-01	4.372827e-01	MECOM;PIK3R3;PIK3R2;GAB2
KEGG_2021_Human	Nitrogen metabolism	1/17	6.264118e-01	9.999955e-01	0	0	1.048654e+00	4.905053e-01	GLUL
KEGG_2021_Human	Selenocompound metabolism	1/17	6.264118e-01	9.999955e-01	0	0	1.048654e+00	4.905053e-01	CTH
